eudract_number,arms,controlled,crossover,double_blind,open,parallel_group,randomised,single_blind
2012-003332-23,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003387-43,2+,Yes,No,No,Yes,No,Yes,No
2012-003387-43,2+,Yes,No,No,Yes,No,Yes,No
2012-003387-43,2+,Yes,No,No,Yes,No,Yes,No
2012-003387-43,2+,Yes,No,No,Yes,No,Yes,No
2012-003499-37,1,No,No,No,Yes,No,No,No
2012-003499-37,1,No,No,No,Yes,No,No,No
2012-003499-37,1,No,No,No,Yes,No,No,No
2012-003533-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003533-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003533-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003533-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003533-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003533-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003533-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003533-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003533-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003535-27,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003535-27,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003535-27,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003535-27,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003535-27,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003535-27,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003535-27,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003593-51,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003630-16,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003630-16,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003696-18,1,Yes,No,No,Yes,Yes,Yes,No
2012-003788-23,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003788-23,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003788-23,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003788-23,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003788-23,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004027-20,1,No,No,No,Yes,No,No,No
2012-004027-20,1,No,No,No,Yes,No,No,No
2012-004027-20,1,No,No,No,Yes,No,No,No
2012-004074-25,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004125-24,2+,Yes,No,No,Yes,No,Yes,No
2012-004125-24,2+,Yes,No,No,Yes,No,Yes,No
2012-004125-24,2+,Yes,No,No,Yes,No,Yes,No
2012-004125-24,2+,Yes,No,No,Yes,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004179-38,2+,Yes,No,Yes,No,No,Yes,No
2012-004331-23,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004331-23,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004331-23,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004331-23,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004331-23,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004349-34,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004359-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004360-22,2+,Yes,No,No,Yes,Yes,Yes,No
2012-004429-26,Unknown,No,No,No,Yes,No,Yes,No
2012-004867-38,,No,No,No,No,No,No,No
2012-004867-38,,No,No,No,No,No,No,No
2012-004867-38,,No,No,No,No,No,No,No
2012-004867-38,,No,No,No,No,No,No,No
2012-004867-38,,No,No,No,No,No,No,No
2012-004867-38,,No,No,No,No,No,No,No
2012-004877-26,2+,No,No,Yes,No,Yes,Yes,No
2012-004877-26,2+,No,No,Yes,No,Yes,Yes,No
2012-004877-26,2+,No,No,Yes,No,Yes,Yes,No
2012-004877-26,2+,No,No,Yes,No,Yes,Yes,No
2012-004877-26,2+,No,No,Yes,No,Yes,Yes,No
2012-004877-26,2+,No,No,Yes,No,Yes,Yes,No
2012-004877-26,2+,No,No,Yes,No,Yes,Yes,No
2012-004898-30,2+,No,No,Yes,No,No,No,No
2012-004898-30,2+,No,No,Yes,No,No,No,No
2012-004898-30,2+,No,No,Yes,No,No,No,No
2012-004898-30,2+,No,No,Yes,No,No,No,No
2012-004898-30,2+,No,No,Yes,No,No,No,No
2012-004898-30,2+,No,No,Yes,No,No,No,No
2012-004898-30,2+,No,No,Yes,No,No,No,No
2012-005078-70,2+,No,No,No,Yes,No,Yes,No
2012-005078-70,2+,No,No,No,Yes,No,Yes,No
2012-005078-70,2+,No,No,No,Yes,No,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005283-97,2+,Yes,No,No,Yes,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005401-41,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005422-30,2+,No,No,No,Yes,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005665-12,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005694-31,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005694-31,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005694-31,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005735-91,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2012-005736-29,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000068-27,,No,No,No,Yes,No,No,No
2013-000068-27,,No,No,No,Yes,No,No,No
2013-000077-68,2+,Yes,Yes,No,Yes,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000192-33,2+,Yes,No,Yes,No,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000277-72,2+,Yes,No,No,Yes,No,Yes,No
2013-000314-38,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000314-38,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000314-38,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000314-38,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000314-38,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000314-38,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000314-38,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000319-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000322-66,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000423-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000423-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000423-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000423-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000423-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000508-40,2+,Yes,No,No,No,Yes,Yes,Yes
2013-000508-40,2+,Yes,No,No,No,Yes,Yes,Yes
2013-000508-40,2+,Yes,No,No,No,Yes,Yes,Yes
2013-000508-40,2+,Yes,No,No,No,Yes,Yes,Yes
2013-000508-40,2+,Yes,No,No,No,Yes,Yes,Yes
2013-000508-40,2+,Yes,No,No,No,Yes,Yes,Yes
2013-000508-40,2+,Yes,No,No,No,Yes,Yes,Yes
2013-000508-40,2+,Yes,No,No,No,Yes,Yes,Yes
2013-000516-25,2+,No,No,No,Yes,No,No,No
2013-000516-25,2+,No,No,No,Yes,No,No,No
2013-000516-25,2+,No,No,No,Yes,No,No,No
2013-000516-25,2+,No,No,No,Yes,No,No,No
2013-000516-25,2+,No,No,No,Yes,No,No,No
2013-000516-25,2+,No,No,No,Yes,No,No,No
2013-000516-25,2+,No,No,No,Yes,No,No,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000536-10,2+,Yes,No,No,Yes,No,Yes,No
2013-000577-77,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000577-77,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000577-77,2+,Yes,No,No,Yes,Yes,Yes,No
2013-000860-27,2+,No,No,No,Yes,No,No,No
2013-000860-27,2+,No,No,No,Yes,No,No,No
2013-000860-27,2+,No,No,No,Yes,No,No,No
2013-000860-27,2+,No,No,No,Yes,No,No,No
2013-000860-27,2+,No,No,No,Yes,No,No,No
2013-000860-27,2+,No,No,No,Yes,No,No,No
2013-000895-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000895-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000895-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000895-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000895-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000895-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000895-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000951-42,2+,Yes,No,No,Yes,No,Yes,No
2013-000999-15,No,No,No,No,No,No,No,No
2013-001081-42,null,No,No,No,Yes,No,No,No
2013-001192-21,2+,Yes,No,No,Yes,No,Yes,No
2013-001192-21,2+,Yes,No,No,Yes,No,Yes,No
2013-001192-21,2+,Yes,No,No,Yes,No,Yes,No
2013-001192-21,2+,Yes,No,No,Yes,No,Yes,No
2013-001192-21,2+,Yes,No,No,Yes,No,Yes,No
2013-001192-21,2+,Yes,No,No,Yes,No,Yes,No
2013-001193-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-001193-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-001193-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-001193-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-001193-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-001193-14,2+,Yes,No,Yes,No,Yes,Yes,No
2013-001284-23,2+,Yes,No,No,Yes,Yes,Yes,No
2013-001284-23,2+,Yes,No,No,Yes,Yes,Yes,No
2013-001284-23,2+,Yes,No,No,Yes,Yes,Yes,No
2013-001322-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-001322-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-001322-26,2+,Yes,No,No,Yes,Yes,Yes,No
2013-001323-38,2+,Yes,No,No,Yes,Yes,Yes,No
2013-001323-38,2+,Yes,No,No,Yes,Yes,Yes,No
2013-001323-38,2+,Yes,No,No,Yes,Yes,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001497-16,2+,Yes,No,No,Yes,No,Yes,No
2013-001790-25,1,No,No,No,Yes,No,No,No
2013-001790-25,1,No,No,No,Yes,No,No,No
2013-001790-25,1,No,No,No,Yes,No,No,No
2013-001790-25,1,No,No,No,Yes,No,No,No
2013-001790-25,1,No,No,No,Yes,No,No,No
2013-001790-25,1,No,No,No,Yes,No,No,No
2013-001903-36,string,No,No,No,Yes,No,No,No
2013-001903-36,string,No,No,No,Yes,No,No,No
2013-001903-36,string,No,No,No,Yes,No,No,No
2013-001903-36,string,No,No,No,Yes,No,No,No
2013-001903-36,string,No,No,No,Yes,No,No,No
2013-001903-36,string,No,No,No,Yes,No,No,No
2013-001903-36,string,No,No,No,Yes,No,No,No
2013-002053-30,1,Yes,No,No,Yes,No,No,No
2013-002053-30,1,Yes,No,No,Yes,No,No,No
2013-002053-30,1,Yes,No,No,Yes,No,No,No
2013-002053-30,1,Yes,No,No,Yes,No,No,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002110-12,2+,No,No,No,Yes,No,Yes,No
2013-002271-17,string,No,No,No,Yes,No,No,No
2013-002271-17,string,No,No,No,Yes,No,No,No
2013-002271-17,string,No,No,No,Yes,No,No,No
2013-002271-17,string,No,No,No,Yes,No,No,No
2013-002431-15,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002431-15,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002431-15,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002431-15,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002431-15,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002431-15,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002431-15,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002431-15,2+,Yes,No,No,Yes,Yes,Yes,No
2013-002453-29,2+,Yes,Yes,No,No,No,Yes,Yes
2013-002453-29,2+,Yes,Yes,No,No,No,Yes,Yes
2013-002453-29,2+,Yes,Yes,No,No,No,Yes,Yes
2013-002453-29,2+,Yes,Yes,No,No,No,Yes,Yes
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
2013-002513-35,2+,Yes,No,No,Yes,No,Yes,No
