eudract_number,randomised,crossover,parallel_group,open,single_blind,double_blind,controlled,arms,active_comparator,placebo
2004-000398-76,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000404-40,Yes,,,,,,Yes,,,
2004-000404-40,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000404-40,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000405-22,Yes,No,No,Yes,No,No,Yes,,Yes,No
2004-000406-51,Yes,No,Yes,,No,Yes,Yes,,No,Yes
2004-000406-51,Yes,No,Yes,,No,Yes,Yes,,No,Yes
2004-000406-51,Yes,No,Yes,,No,Yes,Yes,,No,Yes
2004-000406-51,Yes,No,Yes,,No,Yes,Yes,,No,Yes
2004-000406-51,Yes,No,Yes,,No,Yes,Yes,,No,Yes
2004-000406-51,Yes,No,Yes,,No,Yes,Yes,,No,Yes
2004-000406-51,Yes,No,Yes,,No,Yes,Yes,,No,Yes
2004-000408-41,Yes,,,,,,Yes,,,
2004-000408-41,Yes,,,,,,Yes,,,
2004-000411-25,No,,,,,,Yes,,,
2004-000414-39,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000414-39,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000415-26,Yes,Yes,No,No,No,Yes,Yes,,,Yes
2004-000415-26,Yes,Yes,No,No,No,Yes,Yes,,No,Yes
2004-000415-26,Yes,Yes,No,No,No,Yes,Yes,,No,Yes
2004-000415-26,Yes,,,,,,Yes,,,
2004-000415-26,Yes,Yes,No,No,No,Yes,Yes,,No,Yes
2004-000417-18,Yes,No,Yes,No,No,No,Yes,,No,No
2004-000422-73,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000424-32,No,No,No,Yes,No,No,Yes,,No,No
2004-000438-35,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000439-27,Yes,No,Yes,No,No,Yes,Yes,,No,No
2004-000440-24,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000441-38,Yes,,,,,,Yes,,,
2004-000441-38,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000441-38,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000442-21,Yes,,Yes,,,Yes,Yes,,Yes,Yes
2004-000443-17,Yes,,Yes,,,Yes,Yes,,Yes,
2004-000443-17,Yes,,Yes,,,Yes,Yes,,Yes,
2004-000446-20,Yes,No,No,Yes,No,No,Yes,,No,No
2004-000446-20,Yes,No,No,Yes,No,No,Yes,,No,No
2004-000448-26,Yes,,,,,,Yes,,,
2004-000450-23,No,No,No,Yes,No,No,Yes,,No,No
2004-000450-23,No,No,No,Yes,No,No,Yes,,No,No
2004-000452-16,No,No,No,Yes,No,No,No,,No,No
2004-000452-16,No,No,No,Yes,No,No,Yes,,No,No
2004-000452-16,No,No,No,No,No,No,No,,,
2004-000452-16,No,No,No,No,No,No,No,,No,No
2004-000457-34,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000457-34,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000457-34,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000457-34,Yes,,,,,,Yes,,,
2004-000457-34,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000462-13,No,,,,,,Yes,,,
2004-000462-13,No,No,No,Yes,No,No,Yes,,No,No
2004-000463-94,No,,,,,,Yes,,,
2004-000463-94,No,No,No,Yes,No,No,Yes,,No,No
2004-000464-28,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000464-28,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000464-28,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000464-28,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000469-36,Yes,,,,,,Yes,,,
2004-000469-36,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000469-36,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000472-14,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000472-14,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000472-14,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000472-14,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000472-14,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000476-13,No,No,No,No,No,No,No,,,
2004-000476-13,No,,,,,,No,,,
2004-000478-30,Yes,No,No,No,No,Yes,Yes,,No,Yes
2004-000478-30,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000478-30,Yes,No,No,No,No,Yes,Yes,,No,Yes
2004-000478-30,Yes,No,No,No,No,Yes,Yes,,No,Yes
2004-000478-30,Yes,No,No,No,No,Yes,Yes,,No,Yes
2004-000478-30,Yes,No,No,No,No,Yes,Yes,,No,Yes
2004-000478-30,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2004-000478-30,Yes,No,No,No,No,Yes,Yes,,No,Yes
2004-000480-10,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000480-10,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000480-10,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000480-10,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000480-10,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000482-35,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000482-35,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000483-27,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000483-27,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000483-27,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000485-13,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000485-13,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000485-13,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000485-13,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000485-13,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000485-13,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000486-35,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000487-27,Yes,,,,,,Yes,,,
2004-000487-27,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000487-27,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000488-83,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000488-83,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000488-83,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000488-83,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000488-83,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000488-83,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000488-83,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000488-83,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000488-83,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000488-83,Yes,No,Yes,Yes,No,No,No,,No,No
2004-000492-33,Yes,,,,,,Yes,,,
2004-000492-33,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000492-33,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000493-32,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000493-32,Yes,,,,,,Yes,,,
2004-000493-32,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000495-14,No,,,,,,No,,,
2004-000499-16,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000501-21,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000502-40,No,,,,,,No,,No,No
2004-000506-52,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000506-52,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000506-52,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2004-000506-52,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000506-52,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000506-52,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000506-52,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000506-52,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000506-52,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000507-17,Yes,,,,,,No,,,
2004-000509-24,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000509-24,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000509-24,Yes,Yes,,,,,Yes,,Yes,
2004-000509-24,Yes,,,,,,Yes,,,
2004-000511-25,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000514-38,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000517-19,Yes,,,,Yes,,Yes,,,
2004-000518-37,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2004-000518-37,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000520-32,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000526-75,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000530-37,Yes,No,Yes,Yes,No,Yes,Yes,,No,Yes
2004-000530-37,Yes,No,Yes,Yes,No,Yes,Yes,,No,Yes
2004-000530-37,Yes,No,Yes,Yes,No,Yes,Yes,,No,Yes
2004-000532-85,No,No,No,No,No,No,No,,No,No
2004-000534-36,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000534-36,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000534-36,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000535-29,Yes,No,Yes,Yes,No,Yes,Yes,,No,Yes
2004-000535-29,Yes,No,Yes,Yes,No,Yes,Yes,,No,Yes
2004-000535-29,Yes,,,,,,Yes,,,
2004-000535-29,Yes,No,Yes,Yes,No,Yes,Yes,,No,Yes
2004-000535-29,Yes,No,Yes,Yes,No,Yes,Yes,,No,Yes
2004-000535-29,Yes,No,Yes,Yes,No,Yes,Yes,,No,Yes
2004-000537-11,No,No,No,Yes,No,No,No,,No,No
2004-000537-11,No,No,No,No,No,No,No,,,
2004-000539-27,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000539-27,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000539-27,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000540-24,Yes,No,No,No,No,Yes,Yes,,Yes,No
2004-000540-24,Yes,,,,,Yes,Yes,,Yes,No
2004-000540-24,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000540-24,Yes,,,,,Yes,Yes,,Yes,No
2004-000540-24,Yes,,,,,Yes,Yes,,Yes,No
2004-000540-24,Yes,,,,,,Yes,,,
2004-000541-38,Yes,No,Yes,Yes,No,No,Yes,,,
2004-000542-20,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000542-20,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000542-20,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000542-20,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000542-20,Yes,,,,,,Yes,,,
2004-000542-20,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000542-20,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000551-42,No,No,No,Yes,No,No,No,,No,No
2004-000551-42,No,No,No,No,No,No,No,,No,No
2004-000551-42,No,No,No,No,No,No,No,,,
2004-000551-42,No,No,No,Yes,No,No,No,,No,No
2004-000555-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000555-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000555-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000555-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2004-000555-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000555-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000555-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000555-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000555-42,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000557-35,Yes,No,No,No,No,Yes,Yes,,No,Yes
2004-000558-22,No,No,No,Yes,No,No,No,,No,No
2004-000558-22,No,No,No,No,No,No,No,1,,
2004-000558-22,No,No,No,Yes,No,No,No,1,No,No
2004-000562-13,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000562-13,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000563-96,Yes,No,No,No,No,Yes,Yes,,Yes,No
2004-000563-96,Yes,No,No,No,No,Yes,Yes,,Yes,No
2004-000563-96,Yes,No,Yes,No,No,Yes,No,,Yes,No
2004-000563-96,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000563-96,Yes,No,No,No,No,Yes,Yes,,Yes,No
2004-000563-96,Yes,No,No,No,No,Yes,Yes,,Yes,No
2004-000563-96,Yes,No,No,No,No,Yes,Yes,,Yes,No
2004-000563-96,Yes,No,No,No,No,Yes,Yes,,Yes,No
2004-000563-96,Yes,No,No,No,No,Yes,Yes,,Yes,No
2004-000564-28,No,No,No,No,No,No,No,,No,No
2004-000564-28,No,No,No,No,No,No,No,,No,No
2004-000564-28,No,No,No,No,No,No,No,,No,No
2004-000564-28,No,No,No,No,No,No,No,,No,No
2004-000564-28,No,No,No,No,No,No,No,,No,No
2004-000564-28,No,No,No,No,No,No,No,,No,No
2004-000564-28,No,No,No,No,No,No,No,,No,No
2004-000564-28,No,No,No,No,No,No,No,,No,No
2004-000564-28,No,,,,,,No,,,
2004-000564-28,No,No,No,No,No,No,No,,No,No
2004-000564-28,No,,,,,,No,,,
2004-000565-34,No,No,Yes,No,No,No,No,,,
2004-000566-12,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000572-14,No,No,No,No,No,No,No,,,
2004-000572-14,No,No,No,Yes,No,No,Yes,,,
2004-000572-14,No,,,,,,Yes,,,
2004-000572-14,No,No,No,Yes,No,No,Yes,,,
2004-000573-54,No,,,,,,No,,No,No
2004-000573-54,No,,,,,,,,,
2004-000573-54,No,,,,,,No,,No,No
2004-000576-13,Yes,,,,,,Yes,,,
2004-000577-65,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000580-10,No,,,Yes,,,No,,,
2004-000585-13,Yes,No,No,No,No,Yes,Yes,,Yes,Yes
2004-000585-13,Yes,No,No,No,No,Yes,Yes,,Yes,Yes
2004-000585-13,Yes,No,No,No,No,Yes,Yes,,Yes,Yes
2004-000585-13,Yes,No,No,No,No,Yes,Yes,,Yes,Yes
2004-000585-13,Yes,No,No,No,No,Yes,Yes,,Yes,Yes
2004-000585-13,Yes,No,No,No,No,Yes,Yes,,Yes,Yes
2004-000585-13,Yes,No,No,No,No,Yes,Yes,,Yes,Yes
2004-000585-13,Yes,,,,,,Yes,,,
2004-000587-26,Yes,No,Yes,No,No,No,Yes,,Yes,No
2004-000587-26,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000587-26,Yes,No,Yes,No,No,No,Yes,,Yes,No
2004-000589-11,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000592-33,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000592-33,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000592-33,Yes,No,No,Yes,No,No,Yes,2+,No,No
2004-000592-33,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000592-33,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000592-33,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000593-32,Yes,Yes,No,Yes,No,No,Yes,,Yes,No
2004-000593-32,Yes,Yes,No,Yes,No,No,Yes,,Yes,No
2004-000593-32,Yes,Yes,No,Yes,No,No,Yes,,Yes,No
2004-000593-32,Yes,Yes,No,Yes,No,No,Yes,,Yes,No
2004-000593-32,Yes,Yes,No,Yes,No,No,Yes,,Yes,No
2004-000596-34,Yes,,,,,,Yes,,,
2004-000596-34,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000596-34,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000596-34,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000597-31,No,No,No,No,No,No,No,,,
2004-000597-31,No,No,,No,,,No,,,
2004-000602-44,No,No,No,No,No,No,No,,No,No
2004-000603-18,Yes,,,,,,Yes,,,
2004-000607-17,No,No,No,No,No,No,No,,No,No
2004-000607-17,No,No,No,No,No,No,No,,No,No
2004-000607-17,No,,,,,,No,,,
2004-000607-17,No,No,No,No,No,No,No,,No,No
2004-000608-42,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000609-23,Yes,,,,,,Yes,,,
2004-000610-39,Yes,,,,,,Yes,,,
2004-000610-39,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000610-39,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000611-25,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000611-25,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000612-54,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000614-39,Yes,,,,,,Yes,,,
2004-000614-39,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000616-70,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000616-70,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000616-70,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000616-70,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000616-70,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000616-70,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000616-70,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000616-70,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000617-19,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000617-19,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000617-19,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000617-19,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000617-19,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000617-19,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000617-19,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000617-19,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000617-19,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000618-38,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000622-67,Yes,No,No,No,No,Yes,Yes,,No,Yes
2004-000623-16,No,,,Yes,,,Yes,,Yes,
2004-000623-16,No,No,No,Yes,No,No,Yes,,Yes,No
2004-000625-30,Yes,,,Yes,,,Yes,,Yes,
2004-000625-30,Yes,,,Yes,,,Yes,,Yes,
2004-000629-32,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2004-000629-32,Yes,No,No,Yes,No,No,Yes,,Yes,No
2004-000629-32,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000630-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000630-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000630-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000630-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000630-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000631-28,No,,,,,,No,,,
2004-000632-82,No,No,No,No,No,No,No,,,
2004-000632-82,No,,,,,,No,,No,No
2004-000638-35,Yes,,Yes,,,Yes,Yes,,No,Yes
2004-000638-35,Yes,,Yes,,,Yes,Yes,,No,Yes
2004-000642-21,No,,,Yes,,,Yes,,,
2004-000644-25,No,,,,,,No,,,
2004-000644-25,No,No,No,No,No,No,No,,No,No
2004-000645-37,Yes,No,No,No,No,Yes,Yes,,,Yes
2004-000645-37,Yes,No,No,No,No,Yes,Yes,,,Yes
2004-000645-37,Yes,No,No,No,No,Yes,Yes,,,Yes
2004-000645-37,Yes,No,No,No,No,Yes,Yes,,,Yes
2004-000646-20,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000646-20,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000646-20,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000646-20,Yes,,Yes,,,Yes,Yes,,,Yes
2004-000647-24,,,,Yes,Yes,,,,No,No
2004-000649-39,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000649-39,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000649-39,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000651-42,Yes,No,No,Yes,No,No,Yes,,No,No
2004-000654-23,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000654-23,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000654-23,Yes,,Yes,Yes,,,Yes,,Yes,No
2004-000655-41,No,,,,,,No,,,
2004-000658-22,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000663-99,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000663-99,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000663-99,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000664-27,No,,,,,,No,,No,No
2004-000665-35,No,No,No,No,No,No,No,,No,No
2004-000669-36,No,No,Yes,No,No,No,No,,No,No
2004-000671-34,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000671-34,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000671-34,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000671-34,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000673-57,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000675-34,Yes,No,No,No,No,No,Yes,,No,No
2004-000676-13,Yes,No,Yes,Yes,No,No,Yes,,No,No
2004-000677-62,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000677-62,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000677-62,Yes,,Yes,No,No,Yes,Yes,,No,Yes
2004-000677-62,Yes,,Yes,,,Yes,Yes,,Yes,No
2004-000678-30,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000679-32,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000683-27,Yes,Yes,No,No,No,Yes,Yes,,No,Yes
2004-000684-10,Yes,Yes,No,No,No,Yes,Yes,,No,Yes
2004-000686-35,No,No,No,Yes,No,No,Yes,,No,No
2004-000687-27,No,No,No,No,No,No,No,,No,No
2004-000687-27,No,No,No,Yes,No,No,Yes,,No,No
2004-000687-27,No,No,No,Yes,No,No,Yes,,No,No
2004-000690-63,Yes,,,,,,,,,
2004-000691-13,No,,,,,,No,,,
2004-000693-31,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000696-34,No,,,Yes,,,No,,,
2004-000700-41,Yes,No,No,Yes,No,No,Yes,,No,No
2004-000700-41,Yes,No,No,Yes,No,No,Yes,,No,No
2004-000700-41,Yes,No,No,Yes,No,No,Yes,,No,No
2004-000701-21,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000701-21,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000701-21,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000701-21,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000701-21,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000703-18,Yes,No,Yes,No,No,Yes,Yes,,Yes,
2004-000703-18,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000707-18,No,,,,,,No,,,
2004-000711-26,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000711-26,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000711-26,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000711-26,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000712-42,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000712-42,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000712-42,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000712-42,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000715-26,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000715-26,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000715-26,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000715-26,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2004-000715-26,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000715-26,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000715-26,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000715-26,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000718-37,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000718-37,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000722-69,Yes,No,Yes,Yes,No,No,Yes,,Yes,No
2004-000723-15,Yes,No,No,Yes,No,No,Yes,,No,No
2004-000723-15,Yes,,,Yes,,,Yes,,No,No
2004-000723-15,Yes,Yes,No,Yes,No,No,Yes,,No,No
2004-000723-15,Yes,Yes,No,Yes,No,No,Yes,,No,No
2004-000723-15,Yes,,,Yes,,,Yes,,No,No
2004-000723-15,Yes,Yes,No,Yes,No,No,Yes,,No,No
2004-000725-30,No,,,,,,No,,No,No
2004-000726-78,Yes,,,,,Yes,Yes,,No,Yes
2004-000727-15,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes
2004-000730-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000730-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000730-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000730-37,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000731-28,Yes,,,,,,No,,Yes,No
2004-000733-12,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000734-36,Yes,,,Yes,,,Yes,,No,No
2004-000738-34,Yes,No,Yes,No,No,Yes,Yes,,Yes,No
2004-000742-21,No,No,No,No,No,No,No,,No,No
2004-000745-37,No,No,No,No,No,No,No,,No,No
2004-000745-37,No,No,No,No,No,No,No,,No,No
2004-000745-37,No,,,,,,No,,,
2004-000746-20,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000746-20,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000748-26,No,No,No,No,No,No,No,,No,No
2004-000750-22,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000751-42,No,No,No,Yes,No,No,Yes,,,
2004-000752-17,No,No,Yes,No,No,No,Yes,,,
2004-000752-17,No,No,No,Yes,No,No,Yes,,,
2004-000752-17,No,No,No,Yes,No,No,Yes,,,
2004-000752-17,No,No,No,Yes,No,No,Yes,,,
2004-000753-30,No,No,No,No,No,No,No,,No,No
2004-000754-24,No,Yes,No,Yes,No,No,Yes,,No,No
2004-000755-41,Yes,,Yes,,No,Yes,Yes,,Yes,No
2004-000759-40,No,,,Yes,,,Yes,,,
2004-000762-13,No,No,No,No,No,No,Yes,1,No,No
2004-000763-98,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000763-98,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000766-12,Yes,No,Yes,Yes,No,Yes,Yes,,No,Yes
2004-000767-10,Yes,,,,,,Yes,,,
2004-000771-34,Yes,No,Yes,No,No,Yes,Yes,,No,Yes
2004-000772-14,Yes,,,Yes,,,Yes,,No,No
2004-000773-60,Yes,No,No,No,No,Yes,Yes,,No,Yes
